,AQI,Net Migration Outflow,year
21137,14.0,-86,1998
21138,19.0,-22,1993
21139,20.0,60,1994
21140,16.0,126,1995
21141,21.0,188,1996
21142,16.0,-764,1993
21143,19.0,-1241,1994
21144,19.0,-767,1995
21145,16.0,-629,1996
21146,41.0,11,1997
21147,43.0,98,1998
21148,43.0,-414,1999
21149,44.0,-35,2000
21150,43.0,-422,2001
21151,36.0,-463,2002
21152,37.0,-371,2003
21153,32.0,-157,2004
21154,36.0,49,2005
21155,37.0,387,2006
21156,36.0,218,2007
21157,41.0,80,2008
21158,45.0,248,2009
21159,38.0,241,2010
21160,44.0,38,2011
21161,48.0,-9,2012
21162,47.0,-118,2013
21163,44.0,-419,2014
21164,43.0,-94,2015
21165,42.0,-237,2016
21166,44.0,-830,2017
21167,44.0,-454,2018
21168,41.0,-395,2019
21169,31.0,189,1993
21170,43.0,87,1994
21171,41.0,-256,1995
21172,44.0,-155,1996
21173,44.0,69,1997
21174,45.0,90,1998
21175,47.0,171,1999
21176,45.0,308,2000
21177,43.0,111,2001
21178,41.0,18,2002
21179,44.0,-3,2003
21180,44.0,-3,2004
21181,44.0,-226,2005
21182,45.0,-85,2006
21183,45.0,-96,2007
21184,46.0,-49,2008
21185,45.0,-52,2009
21186,45.0,-23,2010
21187,48.0,20,2011
21188,46.0,32,2012
21189,44.0,7,2013
21190,43.0,107,2014
21191,42.0,26,2015
21192,43.0,84,2016
21193,44.0,82,2017
21194,44.0,-7,2018
21195,44.0,-7,2019
21196,29.0,-668,1993
21197,31.0,48,1994
21198,31.0,-353,1995
21199,29.0,-19,1996
21200,29.0,-263,1997
21201,29.0,960,1998
21202,31.0,-44,1999
21203,32.0,-493,2000
21204,31.0,411,2001
21205,31.0,-551,2002
21206,32.0,-987,2003
21207,31.0,621,2004
21208,31.0,215,2005
21209,27.0,289,2006
21210,31.0,396,2007
21211,28.0,383,2008
21212,26.0,341,2009
21213,29.0,189,2010
21214,28.0,-188,2011
21215,39.0,531,2012
21216,36.0,311,2013
21217,36.0,174,2014
21218,37.0,-15,2015
21219,36.0,717,2016
21220,33.0,1075,2017
21221,31.0,151,2018
21222,31.0,507,2019
21223,32.0,84,2006
21224,31.0,33,2007
21225,34.0,64,2008
21226,33.0,9,2009
21227,36.0,18,2010
21228,37.0,73,2011
21229,38.0,-46,2012
21230,36.0,38,2013
21231,35.0,37,2014
21232,36.0,0,2015
21233,35.0,-56,2016
21234,36.0,-35,2017
21235,34.0,42,2018
21236,35.0,5,2019
21237,21.0,-16,1993
21238,24.0,39,1994
21239,22.0,84,1995
21240,18.0,-165,1996
21241,22.0,15,1997
21242,19.0,-75,1998
21243,27.0,-130,1999
21244,25.0,61,2000
21245,25.0,85,2001
21246,25.0,-3,2002
21247,26.0,-131,2003
21248,27.0,-16,2004
21249,23.0,-129,2005
21250,19.0,6,1994
21251,17.0,-68,1995
21252,33.0,193,1999
21253,31.0,385,2000
21254,33.0,375,2001
21255,25.0,260,2002
21256,33.0,280,2003
21257,31.0,184,2004
21258,28.0,176,2005
21259,26.0,172,2006
21260,31.0,46,2007
21261,27.0,-240,2008
21262,25.0,-177,2009
21263,26.0,-9,2010
21264,28.0,-78,2011
21265,30.0,116,2012
21266,27.0,231,2013
21267,24.0,99,2014
21268,24.0,79,2015
21269,22.0,360,2016
21270,23.0,419,2017
21271,23.0,444,2018
21272,19.0,280,2019
21273,61.0,-22290,1993
21274,73.0,-39658,1994
21275,65.0,-33835,1995
21276,69.0,-32689,1996
21277,61.0,-37905,1997
21278,68.0,-33748,1998
21279,75.0,-33659,1999
21280,67.0,-35133,2000
21281,70.0,-31600,2001
21282,71.0,-28776,2002
21283,68.0,-28792,2003
21284,63.0,-40673,2004
21285,62.0,-31756,2005
21286,65.0,-34490,2006
21287,63.0,-26936,2007
21288,58.0,-13328,2008
21289,55.0,162,2009
21290,54.0,6872,2010
21291,54.0,3111,2011
21292,64.0,-9115,2012
21293,61.0,-11206,2013
21294,58.0,-13195,2014
21295,58.0,-16798,2015
21296,58.0,-21978,2016
21297,58.0,-32820,2017
21298,61.0,-27716,2018
21299,54.0,-24672,2019
21300,14.0,-466,1993
21301,10.0,-501,1994
21302,12.0,-423,1995
21303,31.0,-310,1996
21304,34.0,-412,1997
21305,37.0,-85,1998
21306,36.0,-454,1999
21307,31.0,-495,2000
21308,37.0,-851,2001
21309,39.0,-863,2002
21310,38.0,-869,2003
21311,28.0,14,1993
21312,30.0,-68,1994
21313,28.0,-146,1995
21314,29.0,-270,1996
21315,28.0,-111,1997
21316,29.0,-441,1998
21317,32.0,-191,1999
21318,27.0,-176,2000
21319,28.0,-260,2001
21320,35.0,-231,2002
21321,41.0,-289,2003
21322,37.0,-312,2004
21323,40.0,-415,2005
21324,36.0,-327,2006
21325,35.0,-103,2007
21326,35.0,-29,2008
21327,32.0,-393,1993
21328,25.0,-327,1994
21329,25.0,-446,1995
21330,21.0,-530,1996
21331,23.0,-533,1997
21332,11.0,-276,1998
21333,41.0,-170,2005
21334,44.0,-258,2006
21335,46.0,-94,2007
21336,40.0,10,2008
21337,43.0,-107,2009
21338,40.0,198,2010
21339,33.0,112,2011
21340,32.0,165,2012
21341,46.0,106,2013
21342,46.0,21,2014
21343,44.0,44,2015
21344,41.0,-95,2016
21345,43.0,-385,2017
21346,44.0,-306,2018
21347,41.0,-217,2019
21348,18.0,-780,1993
21349,18.0,-635,1994
21350,15.0,-404,1995
21351,17.0,-591,1996
21352,16.0,-703,1997
21353,12.0,88,1998
21354,21.0,616,1999
21355,17.0,132,2000
21356,19.0,169,2001
21357,18.0,557,2002
21358,16.0,415,2003
21359,17.0,182,2004
21360,18.0,-126,2005
21361,21.0,-385,2006
21362,24.0,-585,2007
21363,11.0,65,2008
21364,19.0,-270,2009
21365,19.0,4,2010
21366,19.0,30,2011
21367,22.0,-636,2012
21368,19.0,-468,2013
21369,32.0,162,2014
21370,29.0,-31,2015
21371,19.0,-8,2016
21372,24.0,44,2017
21373,19.0,52,2018
21374,14.0,139,2019
21375,45.0,-1519,2007
21376,44.0,-621,2008
21377,39.0,-118,2009
21378,37.0,-335,2010
21379,44.0,163,2011
21380,47.0,-172,2012
21381,47.0,-363,2013
21382,47.0,-206,2014
21383,45.0,-457,2015
21384,41.0,-703,2016
21385,42.0,-2039,2017
21386,40.0,-1455,2018
21387,38.0,-1522,2019
21388,31.0,67,1994
21389,32.0,17,1995
21390,37.0,-11,1996
21391,29.0,-23,1997
21392,14.0,124,1998
21393,20.0,171,1999
21394,16.0,132,2000
21395,17.0,56,2001
21396,17.0,147,2002
21397,41.0,-1237,1993
21398,44.0,-992,1994
21399,42.0,-1043,1995
21400,44.0,-587,1996
21401,44.0,-396,1997
21402,43.0,-492,1998
21403,45.0,-387,1999
21404,45.0,-517,2000
21405,45.0,-716,2001
21406,46.0,-772,2002
21407,44.0,-734,2003
21408,22.0,-851,2004
21409,15.0,-558,2005
21410,14.0,-301,2006
21411,10.0,-325,2007
21412,11.0,-320,2008
21413,9.0,0,2009
21414,8.0,-301,2010
21415,10.0,-315,2011
21416,14.0,-260,2012
21417,33.0,-510,2013
21418,28.0,-291,2014
21419,30.0,-340,2015
21420,26.0,-609,2016
21421,20.0,-985,2017
21422,15.0,-660,2018
21423,13.0,-724,2019
21424,21.0,-30,2003
21425,17.0,5,2004
21426,18.0,28,2005
21427,7.0,54,2007
21428,13.0,-9,2008
21429,10.0,15,2009
21430,11.0,-14,2010
21431,10.0,52,2011
21432,14.0,19,2012
21433,6.0,52,2013
21434,31.0,16,1993
21435,23.0,-7,1994
21436,31.0,34,1995
21437,23.0,-107,1996
21438,21.0,46,1997
21439,13.0,-9,1998
21440,22.0,-666,2003
21441,32.0,-1306,2004
21442,23.0,-1963,2005
21443,31.0,-1783,2006
21444,30.0,-1383,2007
21445,21.0,-629,2008
21446,26.0,-331,2009
21447,27.0,-155,2010
21448,20.0,-65,2011
21449,19.0,-60,2012
21450,18.0,-186,2013
21451,20.0,-288,2014
21452,16.0,-170,2015
21453,15.0,-466,2016
21454,19.0,-1210,2017
21455,18.0,-1294,2018
21456,15.0,-903,2019
21457,15.0,199,1994
21458,15.0,-25,1995
21459,14.0,48,1996
21460,13.0,-103,1993
21461,18.0,-298,1994
21462,17.0,-246,1995
21463,16.0,-18,1996
21464,13.0,256,1997
21465,18.0,428,1998
21466,26.0,525,1999
21467,26.0,496,2000
21468,26.0,767,2001
21469,25.0,468,2002
21470,32.0,-31,2003
21471,29.0,202,2004
21472,25.0,260,2005
21473,24.0,339,2006
21474,24.0,-9,2007
21475,23.0,-28,2008
21476,21.0,-198,2009
21477,20.0,-141,2010
21478,26.0,169,2011
21479,25.0,-17,2012
21480,22.0,-79,2013
21481,22.0,88,2014
21482,17.0,62,2015
21483,17.0,49,2016
21484,18.0,508,2017
21485,21.0,94,2018
21486,16.0,132,2019
21487,49.0,-2555,1993
21488,51.0,-2741,1994
21489,49.0,-1086,1995
21490,56.0,2132,1996
21491,50.0,3936,1997
21492,50.0,4801,1998
21493,51.0,5029,1999
21494,55.0,2379,2000
21495,54.0,1168,2001
21496,55.0,-2707,2002
21497,63.0,-2055,2003
21498,58.0,-3524,2004
21499,54.0,-3937,2005
21500,55.0,-2955,2006
21501,61.0,-1548,2007
21502,56.0,487,2008
21503,54.0,-412,2009
21504,57.0,-709,2010
21505,61.0,-1274,2011
21506,59.0,2749,2012
21507,54.0,3519,2013
21508,49.0,3139,2014
21509,49.0,1668,2015
21510,50.0,1948,2016
21511,51.0,3729,2017
21512,53.0,1741,2018
21513,51.0,787,2019
21514,56.0,-1813,1993
21515,64.0,-190,1994
21516,64.0,420,1995
21517,68.0,-377,1996
21518,61.0,176,1997
21519,64.0,497,1998
21520,62.0,1110,1999
21521,66.0,709,2000
21522,58.0,882,2001
21523,59.0,373,2002
21524,64.0,-521,2003
21525,58.0,-395,2004
21526,55.0,-871,2005
21527,58.0,-798,2006
21528,55.0,-1046,2007
21529,58.0,-47,2008
21530,57.0,-1060,2009
21531,54.0,-1348,2010
21532,58.0,-537,2011
21533,54.0,1176,2012
21534,57.0,1581,2013
21535,50.0,1159,2014
21536,51.0,1070,2015
21537,54.0,344,2016
21538,57.0,-92,2017
21539,57.0,90,2018
21540,51.0,-302,2019
21541,18.0,-393,1993
21542,17.0,94,1994
21543,15.0,112,1995
21544,14.0,81,1996
21545,19.0,181,1997
21546,45.0,118,1998
21547,44.0,415,1999
21548,43.0,649,2000
21549,44.0,447,2001
21550,42.0,-89,2002
21551,36.0,245,2003
21552,41.0,53,2004
21553,42.0,303,2005
21554,44.0,86,2006
21555,41.0,49,2007
21556,44.0,-135,2008
21557,42.0,-243,2009
21558,38.0,111,2010
21559,46.0,-82,2011
21560,44.0,-211,2012
21561,45.0,-377,2013
21562,40.0,-343,2014
21563,43.0,80,2015
21564,44.0,133,2016
21565,45.0,278,2017
21566,47.0,-76,2018
21567,47.0,-92,2019
21568,84.0,-852,1993
21569,80.0,-447,1994
21570,87.0,454,1995
21571,61.0,-1119,1996
21572,103.0,-218,1997
21573,95.0,-1284,1998
21574,65.0,-6351,1999
21575,57.0,-242,2000
21576,51.0,-622,2001
21577,49.0,-1846,2002
21578,49.0,-1273,2003
21579,46.0,-233,2004
21580,45.0,-337,2005
21581,50.0,760,2006
21582,54.0,-45,2007
21583,48.0,296,2008
21584,42.0,-1335,2009
21585,45.0,-220,2010
21586,47.0,1864,2011
21587,48.0,247,2012
21588,46.0,1855,2013
21589,44.0,2212,2014
21590,44.0,4275,2015
21591,44.0,3731,2016
21592,47.0,1035,2017
21593,47.0,1046,2018
21594,49.0,642,2019
21595,13.0,-1353,1993
21596,12.0,-1392,1994
21597,11.0,-1814,1995
21598,11.0,-445,1996
21599,9.0,-922,1997
21600,10.0,-134,1998
21601,13.0,-35,1999
21602,13.0,-350,2000
21603,11.0,345,2001
21604,9.0,-638,2002
21605,13.0,-375,2003
21606,16.0,-264,2004
21607,15.0,123,2005
21608,15.0,127,2006
21609,30.0,-133,2007
21610,43.0,-111,2008
21611,42.0,-284,2009
21612,44.0,10,2010
21613,44.0,34,2011
21614,45.0,-320,2012
21615,44.0,-272,2013
21616,43.0,108,2014
21617,42.0,205,2015
21618,43.0,6,2016
21619,44.0,-159,2017
21620,44.0,-444,2018
21621,44.0,-397,2019
21622,44.0,-1596,1993
21623,45.0,-1787,1994
21624,44.0,-1791,1995
21625,44.0,-1394,1996
21626,44.0,-1353,1997
21627,43.0,-800,1998
21628,47.0,-1001,1999
21629,49.0,-1386,2000
21630,45.0,-619,2001
21631,48.0,-1195,2002
21632,49.0,-1516,2003
21633,56.0,-1920,2004
21634,57.0,-2468,2005
21635,57.0,-3878,2006
21636,51.0,-3303,2007
21637,51.0,-2635,2008
21638,46.0,-1804,2009
21639,48.0,-1958,2010
21640,49.0,-1166,2011
21641,43.0,-405,2012
21642,43.0,-823,2013
21643,41.0,-1122,2014
21644,41.0,-970,2015
21645,42.0,-2084,2016
21646,44.0,-3167,2017
21647,45.0,-1556,2018
21648,44.0,-1661,2019
21649,39.0,-1234,1993
21650,39.0,-1546,1994
21651,43.0,-2135,1995
21652,41.0,-1510,1996
21653,40.0,-1493,1997
21654,45.0,-1029,1998
21655,44.0,-490,1999
21656,45.0,-603,2000
21657,44.0,29,2001
21658,43.0,10,2002
21659,47.0,130,2003
21660,13.0,-380,2006
21661,15.0,-789,2007
21662,15.0,-526,2008
21663,31.0,-103,2009
21664,43.0,-534,2010
21665,43.0,-177,2011
21666,44.0,-60,2012
21667,44.0,-11,2013
21668,42.0,-37,2014
21669,43.0,-116,2015
21670,43.0,-121,2016
21671,44.0,-479,2017
21672,45.0,-493,2018
21673,44.0,-470,2019
21674,11.0,-42,1993
21675,12.0,-40,1994
21676,11.0,-84,1995
21677,18.0,-124,1996
21678,15.0,-88,1997
21679,15.0,-16,1998
21680,11.0,66,1999
21681,23.0,46,2000
21682,10.0,97,2001
21683,19.0,-13,2002
21684,17.0,61,2003
21685,15.0,72,2004
21686,16.0,215,2005
21687,22.0,86,2006
21688,17.0,49,2007
21689,16.0,163,2008
21690,15.0,146,2009
21691,15.0,110,2010
21692,14.0,53,2011
21693,17.0,26,2012
21694,15.0,106,2013
21695,14.0,127,2014
21696,13.0,107,2015
21697,12.0,32,2016
21698,12.0,-16,2017
21699,23.0,78,2018
21700,15.0,138,2019
21701,39.0,-6,1993
21702,37.0,37,1994
21703,39.0,84,1995
21704,42.0,-310,1996
21705,43.0,116,1997
21706,41.0,-270,1998
21707,39.0,7,1999
21708,37.0,-580,2000
21709,39.0,-367,2001
21710,38.0,-1669,2002
21711,38.0,-1808,2003
21712,36.0,-2024,2004
21713,40.0,-880,2005
21714,38.0,390,2006
21715,40.0,791,2007
21716,42.0,710,2008
21717,41.0,523,2009
21718,41.0,733,2010
21719,39.0,1098,2011
21720,38.0,1161,2012
21721,39.0,1333,2013
21722,37.0,1350,2014
21723,37.0,1431,2015
21724,38.0,1942,2016
21725,38.0,872,2017
21726,37.0,90,2018
21727,37.0,-500,2019
21728,17.0,118,2000
21729,14.0,124,2001
21730,15.0,141,2002
21731,15.0,77,2003
21732,11.0,200,2004
21733,11.0,122,2005
21734,13.0,202,2006
21735,13.0,164,2007
21736,13.0,22,2008
21737,13.0,113,2009
21738,11.0,106,2010
21739,13.0,94,2011
21740,19.0,123,2012
21741,14.0,42,2013
21742,14.0,99,2014
21743,12.0,72,2015
21744,11.0,117,2016
21745,10.0,9,2017
21746,13.0,112,2018
21747,10.0,92,2019
21748,44.0,172,1993
21749,44.0,198,1994
21750,11.0,190,1995
21751,13.0,325,1996
21752,14.0,155,1997
21753,13.0,227,1998
21754,14.0,287,1999
21755,12.0,302,2000
21756,11.0,218,2001
21757,13.0,-25,2002
21758,13.0,-21,2003
21759,10.0,176,2004
21760,10.0,228,2005
21761,10.0,14,2006
21762,13.0,100,2007
21763,12.0,88,2008
21764,11.0,-27,2009
21765,10.0,-12,2010
21766,10.0,34,2011
21767,14.0,73,2012
21768,10.0,34,2013
21769,10.0,35,2014
21770,10.0,30,2015
21771,8.0,-154,2016
21772,9.0,5,2017
21773,10.0,67,2018
21774,9.0,105,2019
21775,13.0,-94,2002
21776,15.0,-265,2003
21777,10.0,-74,2004
21778,11.0,-17,2005
21779,13.0,-233,2006
21780,13.0,78,2007
21781,13.0,24,2008
21782,11.0,38,2009
21783,11.0,-46,2010
21784,16.0,75,2011
21785,15.0,85,2012
21786,15.0,-2,2013
21787,13.0,169,2014
21788,11.0,52,2015
21789,10.0,-6,2016
21790,11.0,-158,2017
21791,11.0,5,2018
21792,10.0,15,2019
21793,11.0,272,1993
21794,18.0,473,1994
21795,14.0,330,1995
21796,16.0,286,1996
21797,12.0,444,1997
21798,17.0,368,1998
21799,26.0,942,1999
21800,26.0,1014,2000
21801,25.0,309,2001
21802,25.0,72,2002
21803,26.0,502,2003
21804,34.0,159,2004
21805,43.0,2,2005
21806,42.0,159,2006
21807,42.0,-261,2007
21808,42.0,122,2008
21809,37.0,-162,2009
21810,35.0,277,2010
21811,43.0,107,2011
21812,37.0,-397,2012
21813,37.0,-543,2013
21814,41.0,-183,2014
21815,40.0,-209,2015
21816,41.0,784,2016
21817,45.0,600,2017
21818,45.0,43,2018
21819,45.0,-29,2019
21820,17.0,1631,1993
21821,18.0,385,1994
21822,16.0,93,1995
21823,18.0,389,1996
21824,14.0,-60,2008
21825,15.0,655,2009
21826,12.0,586,2010
21827,14.0,-1008,2011
21828,14.0,835,2012
21829,17.0,-407,2013
21830,17.0,-128,1993
21831,18.0,-49,1994
21832,17.0,-86,1995
21833,18.0,22,1996
21834,17.0,-45,1997
21835,16.0,-18,1998
21836,16.0,-20,1999
21837,15.0,260,2000
21838,16.0,113,2001
21839,15.0,199,2002
21840,16.0,-44,2003
21841,14.0,-56,2004
21842,19.0,-72,2005
21843,35.0,-6,2006
21844,42.0,-41,2007
21845,38.0,-31,2008
21846,35.0,5,2009
21847,39.0,15,2010
21848,41.0,1,2011
21849,46.0,81,2012
21850,46.0,236,2013
21851,44.0,62,2014
21852,16.0,36,2015
21853,17.0,75,2016
21854,19.0,311,2017
21855,16.0,114,2018
21856,12.0,-2,2019
21857,23.0,-1,1993
21858,20.0,39,1994
21859,20.0,-30,1995
21860,23.0,33,1996
21861,14.0,68,1997
21862,19.0,88,1998
21863,6.0,138,1999
21864,0.0,512,2000
21865,1.0,180,2001
21866,0.0,109,2002
21867,19.0,170,1993
21868,19.0,-298,1994
21869,14.0,-103,1995
21870,13.0,-180,1996
21871,17.0,-157,1997
21872,17.0,37,1998
21873,24.0,200,1999
21874,23.0,342,2000
21875,23.0,304,2001
21876,9.0,335,2002
21877,3.0,532,2003
21878,1.0,425,2004
21879,40.0,-29,2005
21880,42.0,98,2006
21881,41.0,98,2007
21882,39.0,83,2008
21883,40.0,204,2009
21884,45.0,213,2010
21885,43.0,102,2011
21886,41.0,17,2012
21887,40.0,69,2013
21888,41.0,136,2014
21889,0.0,228,2015
21890,8.0,297,2000
21891,10.0,397,2001
21892,11.0,453,2002
21893,11.0,615,2003
21894,9.0,446,2004
21895,9.0,295,2005
21896,8.0,125,2006
21897,9.0,255,2007
21898,10.0,334,2008
21899,9.0,192,2009
21900,9.0,66,2010
21901,9.0,119,2011
21902,12.0,618,2012
21903,44.0,193,2013
21904,44.0,350,2014
21905,42.0,161,2015
21906,44.0,-250,2016
21907,45.0,78,2017
21908,46.0,82,2018
21909,43.0,33,2019
21910,13.0,-572,1995
21911,16.0,-278,1996
21912,13.0,543,1997
21913,14.0,756,1998
21914,13.0,660,1999
21915,16.0,262,2000
21916,16.0,602,2001
21917,10.0,67,2007
21918,41.0,145,1993
21919,40.0,225,1994
21920,43.0,388,1995
21921,35.0,806,1996
21922,39.0,532,1997
21923,40.0,588,1998
21924,41.0,477,1999
21925,38.0,730,2000
21926,39.0,435,2001
21927,37.0,297,2002
21928,36.0,308,2003
21929,36.0,119,2004
21930,40.0,912,2005
21931,35.0,575,2006
21932,35.0,353,2007
21933,34.0,274,2008
21934,34.0,69,2009
21935,37.0,585,2010
21936,35.0,762,2011
21937,37.0,1034,2012
21938,35.0,401,2013
21939,35.0,481,2014
21940,35.0,291,2015
21941,36.0,420,2016
21942,34.0,1073,2017
21943,33.0,562,2018
21944,34.0,481,2019
21945,40.0,-209,1993
21946,40.0,665,1994
21947,36.0,692,1995
21948,37.0,-57,1996
21949,37.0,151,1997
21950,37.0,10,1998
21951,38.0,-434,1999
21952,35.0,-424,2000
21953,39.0,-304,2001
21954,38.0,-1066,2002
21955,39.0,-805,2003
21956,37.0,-268,2004
21957,40.0,-677,2005
21958,36.0,-726,2006
21959,35.0,-504,2007
21960,33.0,-36,2008
21961,36.0,301,2009
21962,37.0,-6,2010
21963,38.0,-213,2011
21964,36.0,189,2012
21965,40.0,2712,1993
21966,41.0,4927,1994
21967,36.0,5309,1995
21968,39.0,4663,1996
21969,38.0,4525,1997
21970,40.0,1194,1998
21971,41.0,-1832,1999
21972,42.0,-3849,2000
21973,42.0,-3850,2001
21974,42.0,-961,2002
21975,40.0,-640,2003
21976,42.0,3538,2004
21977,44.0,9863,2005
21978,43.0,11654,2006
21979,39.0,10577,2007
21980,43.0,5759,2008
21981,40.0,2926,2009
21982,42.0,1774,2010
21983,44.0,2014,2011
21984,40.0,4273,2012
21985,41.0,3094,2013
21986,41.0,4308,2014
21987,41.0,2721,2015
21988,40.0,6153,2016
21989,39.0,6919,2017
21990,39.0,2953,2018
21991,40.0,3427,2019
21992,31.0,4403,1993
21993,30.0,4733,1994
21994,31.0,4181,1995
21995,31.0,4206,1996
21996,32.0,4921,1997
21997,31.0,3758,1998
21998,31.0,3254,1999
21999,32.0,3267,2000
22000,38.0,4280,2001
22001,36.0,6393,2002
22002,34.0,7326,2003
22003,29.0,8365,2004
22004,40.0,9425,2005
22005,35.0,7625,2006
22006,43.0,5138,2007
22007,40.0,3046,2008
22008,37.0,873,2009
22009,37.0,794,2010
22010,39.0,648,2011
22011,39.0,1070,2012
22012,39.0,-24,2013
22013,40.0,2570,2014
22014,38.0,1883,2015
22015,37.0,1920,2016
22016,37.0,4055,2017
22017,34.0,2223,2018
22018,36.0,2052,2019
22019,33.0,-539,1993
22020,33.0,-350,1994
22021,32.0,-693,1995
22022,31.0,-407,1996
22023,31.0,-251,1997
22024,35.0,-347,1998
22025,38.0,-261,1999
22026,32.0,-47,2000
22027,34.0,-98,2001
22028,34.0,-83,2002
22029,37.0,-45,2003
22030,34.0,133,2004
22031,32.0,-121,2005
22032,31.0,142,2006
22033,38.0,181,2007
22034,36.0,8,2008
22035,34.0,10,2009
22036,35.0,-65,2010
22037,26.0,174,2011
22038,33.0,-80,2012
22039,33.0,218,2013
22040,35.0,-48,2014
22041,31.0,51,2015
22042,34.0,-215,2016
22043,36.0,-413,2017
22044,38.0,-109,2018
22045,35.0,25,2019
22046,14.0,-560,1993
22047,11.0,-58,1994
22048,9.0,-166,1995
22049,7.0,-31,1996
22050,51.0,8306,1993
22051,53.0,7959,1994
22052,46.0,7798,1995
22053,47.0,8282,1996
22054,46.0,7850,1997
22055,47.0,8282,1998
22056,51.0,8774,1999
22057,47.0,8099,2000
22058,50.0,7432,2001
22059,46.0,12333,2002
22060,46.0,11829,2003
22061,44.0,11459,2004
22062,45.0,10505,2005
22063,50.0,11053,2006
22064,52.0,10675,2007
22065,57.0,6472,2008
22066,45.0,3953,2009
22067,45.0,4754,2010
22068,46.0,3194,2011
22069,44.0,6037,2012
22070,38.0,10132,2013
22071,43.0,9636,2014
22072,42.0,6572,2015
22073,42.0,11267,2016
22074,41.0,18006,2017
22075,42.0,10736,2018
22076,41.0,9357,2019
22077,39.0,-1179,1993
22078,40.0,-1661,1994
22079,37.0,-1222,1995
22080,39.0,-902,1996
22081,38.0,-1226,1997
22082,38.0,-1188,1998
22083,40.0,-1492,1999
22084,41.0,-2011,2000
22085,40.0,-1711,2001
22086,39.0,-2971,2002
22087,40.0,-2805,2003
22088,40.0,-2627,2004
22089,43.0,-2694,2005
22090,36.0,-3952,2006
22091,38.0,-3178,2007
22092,40.0,-1445,2008
22093,35.0,-459,2009
22094,40.0,-429,2010
22095,40.0,-455,2011
22096,43.0,-438,2012
22097,41.0,-553,2013
22098,41.0,-637,2014
22099,42.0,-701,2015
22100,39.0,-441,2016
22101,37.0,-1577,2017
22102,39.0,-838,2018
22103,37.0,-1564,2019
22104,35.0,-1350,1993
22105,35.0,-1134,1994
22106,32.0,-644,1995
22107,32.0,-2096,1996
22108,36.0,-1339,1997
22109,36.0,-1380,1998
22110,34.0,-1733,1999
22111,34.0,-1764,2000
22112,36.0,-1020,2001
22113,35.0,-1308,2002
22114,33.0,-971,2003
22115,35.0,-1207,2004
22116,37.0,-1193,2005
22117,40.0,-958,2006
22118,43.0,-452,2007
22119,43.0,-555,2008
22120,39.0,-495,2009
22121,43.0,-211,2010
22122,43.0,-38,2011
22123,42.0,-654,2012
22124,38.0,-466,2013
22125,38.0,-701,2014
22126,36.0,-570,2015
22127,39.0,-823,2016
22128,39.0,-1878,2017
22129,38.0,-1157,2018
22130,39.0,-1018,2019
22131,52.0,8232,1993
22132,56.0,10573,1994
22133,50.0,11147,1995
22134,50.0,10832,1996
22135,49.0,10580,1997
22136,51.0,8793,1998
22137,54.0,7876,1999
22138,46.0,7889,2000
22139,45.0,6268,2001
22140,49.0,6789,2002
22141,45.0,7634,2003
22142,40.0,9390,2004
22143,42.0,10269,2005
22144,39.0,9927,2006
22145,36.0,8644,2007
22146,34.0,7676,2008
22147,36.0,4057,2009
22148,41.0,4795,2010
22149,45.0,4314,2011
22150,44.0,5570,2012
22151,41.0,3939,2013
22152,42.0,3619,2014
22153,38.0,2735,2015
22154,40.0,3253,2016
22155,39.0,2733,2017
22156,38.0,3461,2018
22157,41.0,2148,2019
22158,33.0,2480,1993
22159,41.0,2103,1994
22160,41.0,2456,1995
22161,42.0,2819,1996
22162,41.0,2573,1997
22163,41.0,2326,1998
22164,44.0,2358,1999
22165,42.0,1796,2000
22166,44.0,3439,2001
22167,42.0,3934,2002
22168,41.0,4227,2003
22169,42.0,4804,2004
22170,43.0,4440,2005
22171,43.0,12094,2006
22172,44.0,5429,2007
22173,43.0,3220,2008
22174,38.0,3710,2009
22175,41.0,3467,2010
22176,42.0,3354,2011
22177,41.0,3369,2012
22178,37.0,4499,2013
22179,39.0,5694,2014
22180,36.0,3377,2015
22181,40.0,7276,2016
22182,38.0,9485,2017
22183,38.0,6464,2018
22184,40.0,4917,2019
22185,36.0,1116,1993
22186,40.0,1298,1994
22187,40.0,632,1995
22188,40.0,1563,1996
22189,40.0,1449,1997
22190,40.0,437,1998
22191,44.0,-240,1999
22192,41.0,1051,2000
22193,43.0,718,2001
22194,41.0,361,2002
22195,41.0,-204,2003
22196,41.0,-137,2004
22197,44.0,950,2005
22198,41.0,1614,2006
22199,47.0,1351,2007
22200,44.0,1027,2008
22201,41.0,757,2009
22202,44.0,639,2010
22203,43.0,1798,2011
22204,43.0,716,2012
22205,43.0,1763,2013
22206,43.0,2093,2014
22207,42.0,965,2015
22208,42.0,1636,2016
22209,40.0,1411,2017
22210,40.0,1045,2018
22211,41.0,821,2019
22212,46.0,3318,1993
22213,48.0,2530,1994
22214,44.0,2276,1995
22215,44.0,2681,1996
22216,44.0,3357,1997
22217,31.0,2713,1998
22218,26.0,3401,1999
22219,31.0,3775,2000
22220,40.0,3766,2001
22221,42.0,4888,2002
22222,42.0,4717,2003
22223,41.0,4488,2004
22224,44.0,6513,2005
22225,56.0,5610,2006
22226,54.0,3369,2007
22227,54.0,580,2008
22228,51.0,12,2009
22229,38.0,-589,2010
22230,37.0,-1142,2011
22231,34.0,-739,2012
22232,37.0,-873,2013
22233,38.0,-28,2014
